Rank;Startnumber;Firstname;Surname;Gender;Nat;Club;Race;Class;Total Time;Diff Winner;TimeOfDay;City
7;15;Knut;Lønnqvist;M;NOR;;SS2;Menn;09:48;01:04;2013-06-16T13:07:35.0000000;
8;4;Ole Christian;Fagerli;M;NOR;SKEDSMOKORSET;SS2;Menn;09:48;01:04;2013-06-16T12:56:41.0000000;Skedsmokorset
9;12;Morten;Mølsted;M;NOR;;SS2;Menn;09:57;01:13;2013-06-16T13:04:39.0000000;
10;14;Bård Sturla;Stokke;M;NOR;;SS2;Menn;10:00;01:16;2013-06-16T13:06:39.0000000;
11;18;Øyvind;Sætra;M;NOR;;SS2;Menn;10:12;01:28;2013-06-16T13:10:41.0000000;
12;17;Pål Kristian;Gimmestad;M;NOR;;SS2;Menn;10:16;01:32;2013-06-16T13:09:47.0000000;
13;20;Frank Jonny;Brenn;M;NOR;;SS2;Menn;10:46;02:02;2013-06-16T13:13:20.0000000;
14;39;Audun;Resser;M;NOR;KONGSBERG;SS2;Menn;10:53;02:09;2013-06-16T13:32:05.0000000;Kongsberg
15;10;Thomas;Klingenberg;M;NOR;;SS2;Menn;10:55;02:11;2013-06-16T13:02:39.0000000;
16;19;Ole André;Tveit;M;NOR;;SS2;Menn;10:56;02:12;2013-06-16T13:11:57.0000000;
17;36;Even;Braaten;M;NOR;;SS2;Menn;10:56;02:12;2013-06-16T13:29:01.0000000;
18;21;Pål;Neverdal;M;NOR;;SS2;Menn;11:06;02:22;2013-06-16T13:14:00.0000000;
19;22;Christian;Sommer-Larsen;M;NOR;;SS2;Menn;11:09;02:25;2013-06-16T13:15:14.0000000;
20;24;Roy;Ripe;M;NOR;FAGERSTRAND;SS2;Menn;11:13;02:29;2013-06-16T13:17:13.0000000;Fagerstrand
21;26;Simen;Scharning;M;NOR;;SS2;Menn;11:28;02:44;2013-06-16T13:19:12.0000000;
22;16;Gaute;Solheim;M;NOR;;SS2;Menn;11:32;02:48;2013-06-16T13:09:53.0000000;
23;23;Mariusz;Gawel;M;NOR;;SS2;Menn;11:32;02:48;2013-06-16T13:16:11.0000000;
24;11;Holm;Grimsrud;M;NOR;;SS2;Menn;11:35;02:51;2013-06-16T13:04:23.0000000;
25;28;Erik;Haugstulen;M;NOR;;SS2;Menn;11:40;02:56;2013-06-16T13:21:27.0000000;
26;25;Kristian;Eckhoff;M;NOR;;SS2;Menn;11:46;03:02;2013-06-16T13:18:38.0000000;
27;30;Sander;Solvær;M;NOR;;SS2;Menn;13:21;04:37;2013-06-16T13:24:02.0000000;
28;38;Glenn Roger;Mørk;M;NOR;HOKKSUND;SS2;Menn;13:27;04:43;2013-06-16T13:32:25.0000000;HOKKSUND
29;31;Sindre;Rasmussen;M;NOR;;SS2;Menn;13:33;04:49;2013-06-16T13:25:14.0000000;
30;29;Mads;Pedersen;M;NOR;;SS2;Menn;15:02;06:18;2013-06-16T13:23:22.0000000;
31;33;Runar;Dankel;M;NOR;;SS2;Menn;15:41;06:57;2013-06-16T13:28:12.0000000;
32;9;Hans Petter;Gjevik;M;NOR;;SS2;Menn;16:22;07:38;2013-06-16T13:07:04.0000000;
33;32;Trond;Johannessen;M;NOR;;SS2;Menn;16:39;07:55;2013-06-16T13:28:10.0000000;
34;5;Morgan;Bakken;M;NOR;;SS2;Menn;17:28;08:44;2013-06-16T12:57:47.0000000;
1;40;Rikke;Westivg;F;NOR;;SS3;Kvinner;17:56;00:00;2013-06-16T14:34:45.6040000;
2;27;Stina;Bondehagen;F;NOR;;SS3;Kvinner;18:13;00:17;2013-06-16T14:21:39.0170000;
1;1;Espen;Johnsen;M;NOR;;SS3;Menn;12:47;00:00;2013-06-16T13:54:03.7330000;
2;8;Ove;Grøndal;M;NOR;NESBYEN;SS3;Menn;13:17;00:30;2013-06-16T14:01:13.3660000;NESBYEN
3;13;John Ola;Buøy;M;NOR;;SS3;Menn;13:37;00:50;2013-06-16T14:06:20.2600000;
4;2;Niclas S.;Andersen;M;NOR;;SS3;Menn;13:52;01:05;2013-06-16T13:55:20.7630000;
5;6;Jan Helge;Aalbu;M;NOR;;SS3;Menn;14:01;01:14;2013-06-16T13:59:24.2790000;
6;3;Hermann;Solvær;M;NOR;;SS3;Menn;14:05;01:18;2013-06-16T13:56:52.6900000;
7;4;Ole Christian;Fagerli;M;NOR;SKEDSMOKORSET;SS3;Menn;14:08;01:21;2013-06-16T13:57:20.8030000;Skedsmokorset
8;15;Knut;Lønnqvist;M;NOR;;SS3;Menn;14:25;01:38;2013-06-16T14:08:37.4210000;
9;14;Bård Sturla;Stokke;M;NOR;;SS3;Menn;14:35;01:48;2013-06-16T14:07:35.5320000;
10;12;Morten;Mølsted;M;NOR;;SS3;Menn;14:38;01:51;2013-06-16T14:05:41.3790000;
11;17;Pål Kristian;Gimmestad;M;NOR;;SS3;Menn;15:08;02:21;2013-06-16T14:10:52.6740000;
12;18;Øyvind;Sætra;M;NOR;;SS3;Menn;15:20;02:33;2013-06-16T14:12:08.3320000;
13;10;Thomas;Klingenberg;M;NOR;;SS3;Menn;15:35;02:48;2013-06-16T14:03:40.7000000;
14;19;Ole André;Tveit;M;NOR;;SS3;Menn;15:41;02:54;2013-06-16T14:12:45.4220000;
15;39;Audun;Resser;M;NOR;KONGSBERG;SS3;Menn;15:55;03:08;2013-06-16T14:33:02.3770000;Kongsberg
16;20;Frank Jonny;Brenn;M;NOR;;SS3;Menn;15:55;03:08;2013-06-16T14:14:09.8420000;
17;36;Even;Braaten;M;NOR;;SS3;Menn;16:04;03:17;2013-06-16T14:30:08.9340000;
18;21;Pål;Neverdal;M;NOR;;SS3;Menn;16:17;03:30;2013-06-16T14:15:11.7290000;
19;24;Roy;Ripe;M;NOR;FAGERSTRAND;SS3;Menn;16:38;03:51;2013-06-16T14:18:25.4210000;Fagerstrand
20;22;Christian;Sommer-Larsen;M;NOR;;SS3;Menn;16:50;04:03;2013-06-16T14:16:41.6760000;
21;16;Gaute;Solheim;M;NOR;;SS3;Menn;16:52;04:05;2013-06-16T14:10:20.5680000;
22;11;Holm;Grimsrud;M;NOR;;SS3;Menn;17:02;04:15;2013-06-16T14:05:27.0300000;
23;28;Erik;Haugstulen;M;NOR;;SS3;Menn;17:08;04:21;2013-06-16T14:22:28.5760000;
24;23;Mariusz;Gawel;M;NOR;;SS3;Menn;17:08;04:21;2013-06-16T14:17:36.4580000;
25;25;Kristian;Eckhoff;M;NOR;;SS3;Menn;17:21;04:34;2013-06-16T14:19:35.6230000;
26;26;Simen;Scharning;M;NOR;;SS3;Menn;18:03;05:16;2013-06-16T14:21:35.2190000;
27;30;Sander;Solvær;M;NOR;;SS3;Menn;19:23;06:36;2013-06-16T14:25:02.9570000;
28;38;Glenn Roger;Mørk;M;NOR;HOKKSUND;SS3;Menn;19:43;06:56;2013-06-16T14:33:16.6680000;HOKKSUND
29;31;Sindre;Rasmussen;M;NOR;;SS3;Menn;19:58;07:11;2013-06-16T14:26:25.7820000;
30;29;Mads;Pedersen;M;NOR;;SS3;Menn;21:43;08:56;2013-06-16T14:24:41.0510000;
31;9;Hans Petter;Gjevik;M;NOR;;SS3;Menn;22:01;09:14;2013-06-16T14:03:39.3510000;
32;33;Runar;Dankel;M;NOR;;SS3;Menn;22:43;09:56;2013-06-16T14:29:02.6340000;
33;32;Trond;Johannessen;M;NOR;;SS3;Menn;23:48;11:01;2013-06-16T14:28:09.6040000;
34;5;Morgan;Bakken;M;NOR;;SS3;Menn;28:57;16:10;2013-06-16T14:05:29.6240000;
1;40;Rikke;Westivg;F;NOR;;SS4;Kvinner;21:01;00:00;2013-06-16T15:17:05.9750000;
2;27;Stina;Bondehagen;F;NOR;;SS4;Kvinner;21:23;00:22;2013-06-16T15:04:10.3960000;
1;1;Espen;Johnsen;M;NOR;;SS4;Menn;15:16;00:00;2013-06-16T14:37:28.7500000;
2;8;Ove;Grøndal;M;NOR;NESBYEN;SS4;Menn;15:52;00:36;2013-06-16T14:44:35.7820000;NESBYEN
3;13;John Ola;Buøy;M;NOR;;SS4;Menn;16:11;00:55;2013-06-16T14:49:34.7330000;
4;2;Niclas S.;Andersen;M;NOR;;SS4;Menn;16:31;01:15;2013-06-16T14:38:39.9320000;
5;6;Jan Helge;Aalbu;M;NOR;;SS4;Menn;16:41;01:25;2013-06-16T14:42:40.8930000;
6;3;Hermann;Solvær;M;NOR;;SS4;Menn;16:42;01:26;2013-06-16T14:39:36.4340000;
7;4;Ole Christian;Fagerli;M;NOR;SKEDSMOKORSET;SS4;Menn;16:54;01:38;2013-06-16T14:40:45.5860000;Skedsmokorset
8;14;Bård Sturla;Stokke;M;NOR;;SS4;Menn;17:18;02:02;2013-06-16T14:50:42.5450000;
9;12;Morten;Mølsted;M;NOR;;SS4;Menn;17:21;02:05;2013-06-16T14:48:43.0920000;
10;15;Knut;Lønnqvist;M;NOR;;SS4;Menn;17:23;02:07;2013-06-16T14:51:58.4260000;
11;17;Pål Kristian;Gimmestad;M;NOR;;SS4;Menn;17:56;02:40;2013-06-16T14:53:47.9770000;
12;18;Øyvind;Sætra;M;NOR;;SS4;Menn;18:04;02:48;2013-06-16T14:54:44.7130000;
13;10;Thomas;Klingenberg;M;NOR;;SS4;Menn;18:21;03:05;2013-06-16T14:46:45.7380000;
14;19;Ole André;Tveit;M;NOR;;SS4;Menn;18:28;03:12;2013-06-16T14:55:47.3390000;
15;36;Even;Braaten;M;NOR;;SS4;Menn;18:58;03:42;2013-06-16T15:12:53.3170000;
16;20;Frank Jonny;Brenn;M;NOR;;SS4;Menn;19:02;03:46;2013-06-16T14:57:06.2050000;
17;21;Pål;Neverdal;M;NOR;;SS4;Menn;19:13;03:57;2013-06-16T14:57:55.6660000;
18;24;Roy;Ripe;M;NOR;FAGERSTRAND;SS4;Menn;19:44;04:28;2013-06-16T15:01:06.8530000;Fagerstrand
19;22;Christian;Sommer-Larsen;M;NOR;;SS4;Menn;19:52;04:36;2013-06-16T14:59:01.2710000;
20;16;Gaute;Solheim;M;NOR;;SS4;Menn;19:53;04:37;2013-06-16T14:53:01.5310000;
21;11;Holm;Grimsrud;M;NOR;;SS4;Menn;20:13;04:57;2013-06-16T14:48:11.0790000;
22;28;Erik;Haugstulen;M;NOR;;SS4;Menn;20:28;05:12;2013-06-16T15:05:20.3180000;
23;25;Kristian;Eckhoff;M;NOR;;SS4;Menn;20:32;05:16;2013-06-16T15:02:10.4260000;
24;26;Simen;Scharning;M;NOR;;SS4;Menn;20:58;05:42;2013-06-16T15:02:55.4040000;
25;30;Sander;Solvær;M;NOR;;SS4;Menn;22:41;07:25;2013-06-16T15:07:17.3070000;
26;38;Glenn Roger;Mørk;M;NOR;HOKKSUND;SS4;Menn;23:32;08:16;2013-06-16T15:15:48.2940000;HOKKSUND
27;31;Sindre;Rasmussen;M;NOR;;SS4;Menn;23:48;08:32;2013-06-16T15:08:49.3650000;
28;29;Mads;Pedersen;M;NOR;;SS4;Menn;25:21;10:05;2013-06-16T15:06:38.6750000;
29;33;Runar;Dankel;M;NOR;;SS4;Menn;26:33;11:17;2013-06-16T15:10:50.7710000;
30;39;Audun;Resser;M;NOR;KONGSBERG;SS4;Menn;26:40;11:24;2013-06-16T15:23:45.4030000;Kongsberg
31;32;Trond;Johannessen;M;NOR;;SS4;Menn;28:20;13:04;2013-06-16T15:10:31.0680000;
32;5;Morgan;Bakken;M;NOR;;SS4;Menn;31:52;16:36;2013-06-16T14:41:54.1620000;
1;40;Rikke;Westivg;F;NOR;;SS5;Kvinner;24:26;00:00;2013-06-16T15:47:24.7880000;
2;27;Stina;Bondehagen;F;NOR;;SS5;Kvinner;24:28;00:02;2013-06-16T15:34:05.1620000;
1;1;Espen;Johnsen;M;NOR;;SS5;Menn;17:15;13:57;2013-06-16T15:06:58.9890000;
2;8;Ove;Grøndal;M;NOR;NESBYEN;SS5;Menn;17:59;14:41;2013-06-16T15:14:06.6150000;NESBYEN
3;13;John Ola;Buøy;M;NOR;;SS5;Menn;18:39;15:21;2013-06-16T15:19:27.0980000;
4;2;Niclas S.;Andersen;M;NOR;;SS5;Menn;18:48;15:30;2013-06-16T15:08:16.9680000;
5;3;Hermann;Solvær;M;NOR;;SS5;Menn;18:58;15:40;2013-06-16T15:09:16.0800000;
6;4;Ole Christian;Fagerli;M;NOR;SKEDSMOKORSET;SS5;Menn;18:59;15:41;2013-06-16T15:10:05.8470000;Skedsmokorset
7;6;Jan Helge;Aalbu;M;NOR;;SS5;Menn;19:10;15:52;2013-06-16T15:12:28.8230000;
8;14;Bård Sturla;Stokke;M;NOR;;SS5;Menn;19:36;16:18;2013-06-16T15:20:18.6110000;
9;15;Knut;Lønnqvist;M;NOR;;SS5;Menn;19:55;16:37;2013-06-16T15:21:31.2230000;
10;12;Morten;Mølsted;M;NOR;;SS5;Menn;19:55;16:37;2013-06-16T15:18:34.6590000;
11;17;Pål Kristian;Gimmestad;M;NOR;;SS5;Menn;20:28;17:10;2013-06-16T15:23:31.3810000;
12;10;Thomas;Klingenberg;M;NOR;;SS5;Menn;20:40;17:22;2013-06-16T15:16:18.0000000;
13;18;Øyvind;Sætra;M;NOR;;SS5;Menn;20:43;17:25;2013-06-16T15:24:38.7830000;
14;19;Ole André;Tveit;M;NOR;;SS5;Menn;20:57;17:39;2013-06-16T15:25:29.6160000;
15;11;Holm;Grimsrud;M;NOR;;SS5;Menn;21:29;18:11;2013-06-16T15:16:16.4670000;
16;20;Frank Jonny;Brenn;M;NOR;;SS5;Menn;21:44;18:26;2013-06-16T15:26:42.8840000;
17;36;Even;Braaten;M;NOR;;SS5;Menn;21:49;18:31;2013-06-16T15:42:51.1800000;
18;21;Pål;Neverdal;M;NOR;;SS5;Menn;21:59;18:41;2013-06-16T15:27:45.2330000;
19;24;Roy;Ripe;M;NOR;FAGERSTRAND;SS5;Menn;22:35;19:17;2013-06-16T15:30:50.7030000;Fagerstrand
20;16;Gaute;Solheim;M;NOR;;SS5;Menn;22:41;19:23;2013-06-16T15:22:47.0390000;
21;22;Christian;Sommer-Larsen;M;NOR;;SS5;Menn;23:01;19:43;2013-06-16T15:29:09.7530000;
22;25;Kristian;Eckhoff;M;NOR;;SS5;Menn;23:16;19:58;2013-06-16T15:31:44.4660000;
23;28;Erik;Haugstulen;M;NOR;;SS5;Menn;23:39;20:21;2013-06-16T15:35:10.1750000;
24;26;Simen;Scharning;M;NOR;;SS5;Menn;24:11;20:53;2013-06-16T15:33:13.5520000;
25;30;Sander;Solvær;M;NOR;;SS5;Menn;25:51;22:33;2013-06-16T15:37:10.2290000;
26;31;Sindre;Rasmussen;M;NOR;;SS5;Menn;27:41;24:23;2013-06-16T15:38:53.8870000;
27;38;Glenn Roger;Mørk;M;NOR;HOKKSUND;SS5;Menn;27:45;24:27;2013-06-16T15:46:13.3650000;HOKKSUND
28;29;Mads;Pedersen;M;NOR;;SS5;Menn;28:56;25:38;2013-06-16T15:36:34.2690000;
29;33;Runar;Dankel;M;NOR;;SS5;Menn;30:26;27:08;2013-06-16T15:40:52.5960000;
30;32;Trond;Johannessen;M;NOR;;SS5;Menn;31:45;28:27;2013-06-16T15:39:25.7990000;
31;5;Morgan;Bakken;M;NOR;;SS5;Menn;34:46;31:28;2013-06-16T15:11:54.0920000;
